time_of_day,steps,temperature,wind_speed,genre/mood,music
Afternoon,4958,21.4,27.1,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Night,5254,39.2,9.4,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Morning,15593,31.7,14.1,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,11231,37.7,28.2,Chill,Someone Like You - Adele
Afternoon,17463,22.4,17.2,Jazz,Blinding Lights - The Weeknd
Afternoon,2612,16.6,25.8,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,10879,22.8,13.0,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Evening,4701,28.3,24.8,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,18729,36.8,23.7,Classical,Channa Mereya - Arijit Singh
Night,16020,6.5,28.3,Chill,Aadat - Jal Band
Evening,5264,14.5,4.1,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,10443,23.9,15.3,Chill,Tum Hi Ho - Arijit Singh
Evening,11377,9.2,16.7,Rock,Blinding Lights - The Weeknd
Evening,14028,37.7,3.6,Rock,Aadat - Jal Band
Afternoon,3201,22.6,29.1,Pop,Tajdar-e-Haram - Atif Aslam
Morning,12969,19.8,27.7,Jazz,Blinding Lights - The Weeknd
Morning,14991,16.7,3.2,Hip-Hop,Shape of You - Ed Sheeran
Night,11971,12.2,24.3,Hip-Hop,Someone Like You - Adele
Afternoon,1564,13.1,10.1,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,1529,7.6,27.8,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,15082,18.8,5.4,Pop,Blinding Lights - The Weeknd
Morning,18295,5.9,10.9,Classical,Apna Bana Le - Arijit Singh
Night,15770,17.9,16.9,Classical,Blinding Lights - The Weeknd
Afternoon,7179,24.9,11.2,Chill,Channa Mereya - Arijit Singh
Evening,16379,27.7,7.2,Chill,Tera Ban Jaunga - Akhil Sachdeva
Night,18720,22.2,25.9,Hip-Hop,Kesariya - Arijit Singh
Afternoon,8880,25.7,13.3,Hip-Hop,Kesariya - Arijit Singh
Night,2402,0.1,15.5,Jazz,Drivers License - Olivia Rodrigo
Night,18155,28.1,24.7,Rock,Levitating - Dua Lipa
Evening,2206,23.1,6.0,Classical,Apna Bana Le - Arijit Singh
Evening,3731,37.3,10.0,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Night,2093,38.0,29.7,Jazz,Shape of You - Ed Sheeran
Morning,6536,32.5,13.7,Hip-Hop,Kesariya - Arijit Singh
Afternoon,18151,22.2,20.1,Classical,Someone Like You - Adele
Morning,18708,24.5,24.4,Jazz,Tajdar-e-Haram - Atif Aslam
Afternoon,15574,10.8,26.2,Hip-Hop,Channa Mereya - Arijit Singh
Morning,17107,7.7,13.1,Rock,Apna Bana Le - Arijit Singh
Night,5008,27.0,7.8,Chill,Tum Hi Ho - Arijit Singh
Night,2520,16.0,8.8,Jazz,Tajdar-e-Haram - Atif Aslam
Afternoon,7045,2.2,1.7,Chill,Levitating - Dua Lipa
Morning,19797,31.4,23.4,Pop,Aadat - Jal Band
Evening,4119,33.6,5.9,Hip-Hop,Channa Mereya - Arijit Singh
Morning,3647,18.8,0.8,Rock,Blinding Lights - The Weeknd
Afternoon,18406,9.2,22.1,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,3217,12.8,28.4,Classical,Tera Ban Jaunga - Akhil Sachdeva
Morning,10983,28.0,23.2,Rock,Levitating - Dua Lipa
Night,12107,36.2,22.8,Rock,Kesariya - Arijit Singh
Evening,2513,38.7,12.3,Classical,Tum Hi Ho - Arijit Singh
Night,19155,30.2,10.0,Pop,Levitating - Dua Lipa
Night,6933,0.0,6.4,Hip-Hop,Channa Mereya - Arijit Singh
Morning,2808,4.7,1.2,Hip-Hop,Someone Like You - Adele
Afternoon,5076,3.3,17.4,Pop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,1981,13.7,3.8,Rock,Blinding Lights - The Weeknd
Afternoon,5866,37.7,0.8,Chill,Drivers License - Olivia Rodrigo
Evening,13346,32.5,25.0,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,2772,28.7,25.6,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Evening,17165,29.8,14.7,Classical,Tajdar-e-Haram - Atif Aslam
Evening,12895,11.1,12.7,Chill,Channa Mereya - Arijit Singh
Night,4328,36.6,10.6,Hip-Hop,Blinding Lights - The Weeknd
Afternoon,7947,11.5,29.0,Chill,Apna Bana Le - Arijit Singh
Afternoon,10584,18.7,25.3,Classical,Tum Hi Ho - Arijit Singh
Night,4988,19.6,12.3,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,5828,30.1,20.1,Pop,Aadat - Jal Band
Night,7573,18.6,29.2,Chill,Drivers License - Olivia Rodrigo
Night,8033,25.1,16.1,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,2469,15.6,3.6,Rock,Aadat - Jal Band
Afternoon,9131,36.3,12.5,Hip-Hop,Shape of You - Ed Sheeran
Evening,17874,15.5,22.1,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Evening,4852,6.3,26.7,Jazz,Kesariya - Arijit Singh
Morning,9413,15.4,7.2,Chill,Apna Bana Le - Arijit Singh
Morning,16484,11.1,20.7,Hip-Hop,Channa Mereya - Arijit Singh
Evening,6711,8.1,18.4,Classical,Someone Like You - Adele
Afternoon,1017,16.1,27.9,Chill,Blinding Lights - The Weeknd
Evening,18562,39.5,17.5,Chill,Kesariya - Arijit Singh
Afternoon,11134,15.4,28.3,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,10895,12.7,15.6,Jazz,Channa Mereya - Arijit Singh
Evening,10369,25.0,11.2,Jazz,Someone Like You - Adele
Afternoon,15456,33.6,5.2,Rock,Drivers License - Olivia Rodrigo
Night,12904,13.6,10.1,Pop,Apna Bana Le - Arijit Singh
Morning,7730,7.0,4.2,Hip-Hop,Shape of You - Ed Sheeran
Morning,13968,14.4,7.8,Pop,Channa Mereya - Arijit Singh
Morning,15556,16.1,15.4,Chill,Blinding Lights - The Weeknd
Night,17868,21.4,1.5,Classical,Shape of You - Ed Sheeran
Evening,8693,17.1,5.2,Pop,Aadat - Jal Band
Evening,6528,30.8,2.6,Classical,Apna Bana Le - Arijit Singh
Night,6827,32.2,18.0,Jazz,Channa Mereya - Arijit Singh
Evening,19831,0.3,26.9,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,18322,28.4,13.3,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,2639,38.0,29.5,Hip-Hop,Tum Hi Ho - Arijit Singh
Afternoon,10904,0.8,11.7,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,9024,10.6,22.7,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Morning,11535,5.3,16.7,Pop,Someone Like You - Adele
Evening,15373,6.1,19.6,Jazz,Tum Hi Ho - Arijit Singh
Night,4452,9.6,4.5,Rock,Aadat - Jal Band
Afternoon,16521,12.0,22.8,Hip-Hop,Aadat - Jal Band
Afternoon,1353,12.2,21.6,Classical,Channa Mereya - Arijit Singh
Night,7844,13.1,5.3,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Night,17790,3.2,4.8,Jazz,Tum Hi Ho - Arijit Singh
Morning,16469,35.3,23.2,Hip-Hop,Aadat - Jal Band
Evening,16453,7.1,7.6,Chill,Someone Like You - Adele
Evening,10990,18.0,1.1,Rock,Levitating - Dua Lipa
Evening,13114,21.9,12.9,Rock,Drivers License - Olivia Rodrigo
Afternoon,7879,6.6,13.6,Hip-Hop,Drivers License - Olivia Rodrigo
Afternoon,19143,14.9,25.0,Rock,Channa Mereya - Arijit Singh
Afternoon,4675,25.5,9.0,Rock,Levitating - Dua Lipa
Afternoon,2763,29.1,13.3,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,15954,31.0,25.4,Hip-Hop,Apna Bana Le - Arijit Singh
Evening,13334,38.4,1.8,Hip-Hop,Shape of You - Ed Sheeran
Afternoon,15127,18.8,21.3,Jazz,Someone Like You - Adele
Afternoon,13656,33.7,17.5,Chill,Blinding Lights - The Weeknd
Morning,12589,32.4,28.0,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,17943,31.3,9.2,Pop,Kesariya - Arijit Singh
Night,6203,11.4,12.9,Chill,Blinding Lights - The Weeknd
Evening,7882,22.6,13.3,Jazz,Aadat - Jal Band
Night,9393,15.7,15.4,Chill,Someone Like You - Adele
Evening,15033,14.0,10.6,Chill,Kesariya - Arijit Singh
Night,11020,3.5,27.3,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,18650,18.6,0.6,Chill,Aadat - Jal Band
Evening,2449,30.3,11.3,Chill,Blinding Lights - The Weeknd
Afternoon,1564,2.8,27.3,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,8340,18.3,4.4,Chill,Shape of You - Ed Sheeran
Morning,7704,14.6,25.0,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,8002,18.7,2.1,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Evening,8858,7.5,21.8,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,10776,37.3,2.6,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Evening,6966,23.4,22.0,Classical,Someone Like You - Adele
Morning,10501,14.8,4.8,Classical,Shape of You - Ed Sheeran
Evening,2493,31.8,9.2,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Night,1434,37.4,2.5,Jazz,Apna Bana Le - Arijit Singh
Afternoon,6465,22.9,13.0,Chill,Apna Bana Le - Arijit Singh
Night,14908,11.0,25.3,Classical,Tum Hi Ho - Arijit Singh
Night,3276,3.4,18.3,Hip-Hop,Aadat - Jal Band
Night,5615,33.7,5.0,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,15057,17.0,10.4,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,17804,4.9,14.6,Classical,Tera Ban Jaunga - Akhil Sachdeva
Night,13312,18.2,11.0,Jazz,Drivers License - Olivia Rodrigo
Morning,16300,28.0,16.1,Jazz,Shape of You - Ed Sheeran
Night,2216,5.0,7.9,Pop,Blinding Lights - The Weeknd
Morning,19670,30.1,20.8,Hip-Hop,Someone Like You - Adele
Afternoon,15417,25.0,23.2,Classical,Blinding Lights - The Weeknd
Evening,10992,10.2,8.3,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,9420,30.1,19.4,Jazz,Kesariya - Arijit Singh
Morning,10621,32.6,1.1,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Morning,5421,31.9,0.2,Classical,Aadat - Jal Band
Afternoon,11417,19.2,27.0,Jazz,Drivers License - Olivia Rodrigo
Night,13047,36.3,11.4,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,19472,18.2,1.6,Jazz,Someone Like You - Adele
Morning,17799,36.0,13.9,Hip-Hop,Drivers License - Olivia Rodrigo
Afternoon,15088,33.7,24.5,Classical,Blinding Lights - The Weeknd
Morning,14834,8.8,14.9,Hip-Hop,Someone Like You - Adele
Morning,3781,37.7,4.1,Chill,Aadat - Jal Band
Afternoon,10471,30.1,3.1,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,8959,14.3,24.4,Chill,Levitating - Dua Lipa
Evening,9263,4.2,11.7,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,15865,0.2,7.4,Pop,Tera Ban Jaunga - Akhil Sachdeva
Morning,5197,6.8,25.5,Chill,Kesariya - Arijit Singh
Morning,12483,25.2,23.6,Jazz,Apna Bana Le - Arijit Singh
Morning,8475,36.4,13.3,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Evening,12304,12.9,15.2,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,16917,31.5,19.5,Hip-Hop,Aadat - Jal Band
Afternoon,6506,35.3,8.7,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,10754,34.3,5.2,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,11325,33.1,2.3,Hip-Hop,Channa Mereya - Arijit Singh
Afternoon,10393,18.7,0.3,Hip-Hop,Channa Mereya - Arijit Singh
Night,18203,13.3,25.1,Hip-Hop,Drivers License - Olivia Rodrigo
Afternoon,1865,3.9,25.8,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,14438,1.2,2.2,Pop,Channa Mereya - Arijit Singh
Night,7385,33.5,4.3,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,13515,28.9,24.8,Jazz,Blinding Lights - The Weeknd
Afternoon,11816,21.9,3.4,Pop,Someone Like You - Adele
Afternoon,13810,8.0,19.3,Pop,Blinding Lights - The Weeknd
Evening,12550,31.7,19.4,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,13363,36.4,6.0,Jazz,Aadat - Jal Band
Morning,3006,35.6,26.2,Pop,Channa Mereya - Arijit Singh
Night,13383,7.2,11.3,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,13873,0.4,29.9,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Morning,1571,22.1,15.3,Pop,Drivers License - Olivia Rodrigo
Morning,12083,20.3,10.6,Classical,Drivers License - Olivia Rodrigo
Morning,6306,25.5,6.6,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,17004,6.9,24.5,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Morning,16110,27.2,8.9,Chill,Tera Ban Jaunga - Akhil Sachdeva
Morning,7512,27.6,19.8,Jazz,Apna Bana Le - Arijit Singh
Night,19315,30.2,18.6,Jazz,Drivers License - Olivia Rodrigo
Morning,5082,14.0,26.4,Classical,Levitating - Dua Lipa
Night,12320,39.6,13.0,Rock,Tera Ban Jaunga - Akhil Sachdeva
Morning,11888,23.2,18.1,Chill,Kesariya - Arijit Singh
Night,14338,3.4,18.6,Classical,Blinding Lights - The Weeknd
Morning,2993,9.2,17.6,Jazz,Apna Bana Le - Arijit Singh
Evening,15033,11.7,9.1,Jazz,Tajdar-e-Haram - Atif Aslam
Evening,13619,31.9,24.3,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,15677,3.2,9.1,Classical,Someone Like You - Adele
Afternoon,6301,8.7,28.2,Pop,Levitating - Dua Lipa
Night,15389,14.9,13.3,Pop,Kesariya - Arijit Singh
Evening,19178,2.0,27.2,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Night,2198,29.1,23.7,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Evening,13678,18.2,5.8,Classical,Shape of You - Ed Sheeran
Evening,3227,28.1,18.7,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,5984,34.6,17.9,Pop,Tera Ban Jaunga - Akhil Sachdeva
Morning,13861,21.3,5.9,Jazz,Levitating - Dua Lipa
Evening,19615,18.6,27.5,Pop,Blinding Lights - The Weeknd
Night,5013,16.7,14.8,Rock,Channa Mereya - Arijit Singh
Night,17578,14.7,28.6,Pop,Tera Ban Jaunga - Akhil Sachdeva
Night,14436,11.1,0.8,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Evening,11976,1.2,22.4,Jazz,Someone Like You - Adele
Night,14142,32.9,8.7,Pop,Levitating - Dua Lipa
Evening,7655,10.2,23.7,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Evening,11790,0.0,24.0,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,15447,14.9,14.8,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,1471,1.0,4.9,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,6091,39.0,11.9,Rock,Someone Like You - Adele
Afternoon,16190,6.7,18.5,Classical,Apna Bana Le - Arijit Singh
Afternoon,17055,31.5,19.9,Classical,Someone Like You - Adele
Afternoon,6441,2.9,5.4,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,18513,20.0,17.9,Jazz,Channa Mereya - Arijit Singh
Evening,7782,1.5,8.2,Chill,Drivers License - Olivia Rodrigo
Evening,15241,27.6,19.4,Chill,Kesariya - Arijit Singh
Evening,13233,13.5,22.5,Chill,Aadat - Jal Band
Evening,8248,32.0,24.9,Chill,Someone Like You - Adele
Afternoon,7227,19.3,17.5,Jazz,Kesariya - Arijit Singh
Evening,18169,7.3,5.2,Classical,Tum Hi Ho - Arijit Singh
Night,4330,14.2,25.7,Pop,Channa Mereya - Arijit Singh
Night,3324,37.5,7.6,Rock,Tajdar-e-Haram - Atif Aslam
Morning,19320,6.7,10.6,Classical,Channa Mereya - Arijit Singh
Evening,5466,3.8,15.0,Classical,Someone Like You - Adele
Evening,16572,23.1,23.1,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Night,3882,13.0,13.9,Jazz,Aadat - Jal Band
Evening,19798,1.9,2.7,Chill,Aadat - Jal Band
Night,8737,27.5,9.8,Pop,Drivers License - Olivia Rodrigo
Morning,2707,3.3,11.6,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,6822,34.6,24.7,Pop,Levitating - Dua Lipa
Morning,10268,24.8,0.5,Jazz,Tum Hi Ho - Arijit Singh
Evening,14526,28.7,6.4,Classical,Channa Mereya - Arijit Singh
Night,7662,24.2,7.2,Rock,Apna Bana Le - Arijit Singh
Night,1753,36.1,27.6,Pop,Tera Ban Jaunga - Akhil Sachdeva
Morning,17404,7.9,8.8,Hip-Hop,Aadat - Jal Band
Afternoon,1803,4.6,12.0,Hip-Hop,Channa Mereya - Arijit Singh
Night,9148,7.1,10.5,Chill,Kesariya - Arijit Singh
Night,12349,33.9,15.9,Rock,Kesariya - Arijit Singh
Morning,7073,23.7,23.3,Hip-Hop,Channa Mereya - Arijit Singh
Night,3767,37.3,24.4,Jazz,Aadat - Jal Band
Night,2939,13.6,10.1,Jazz,Tum Hi Ho - Arijit Singh
Afternoon,8426,32.3,8.5,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,18287,31.8,7.1,Pop,Aadat - Jal Band
Evening,18954,27.4,8.4,Rock,Aadat - Jal Band
Evening,11222,38.1,27.7,Hip-Hop,Tum Hi Ho - Arijit Singh
Afternoon,2130,39.2,18.3,Jazz,Kesariya - Arijit Singh
Afternoon,14141,30.5,11.0,Hip-Hop,Aadat - Jal Band
Afternoon,5813,22.5,21.2,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,4227,28.3,15.6,Pop,Apna Bana Le - Arijit Singh
Afternoon,11535,32.7,6.6,Pop,Tum Hi Ho - Arijit Singh
Afternoon,11028,23.5,24.0,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Night,5564,18.5,11.9,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,7723,20.6,14.0,Rock,Shape of You - Ed Sheeran
Afternoon,13424,13.7,8.8,Chill,Levitating - Dua Lipa
Afternoon,14854,15.7,12.0,Jazz,Drivers License - Olivia Rodrigo
Afternoon,7534,30.4,19.0,Rock,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,8411,18.3,25.5,Classical,Channa Mereya - Arijit Singh
Evening,12422,6.5,11.3,Rock,Shape of You - Ed Sheeran
Afternoon,5693,26.1,14.4,Rock,Channa Mereya - Arijit Singh
Night,11206,16.2,7.3,Rock,Tum Hi Ho - Arijit Singh
Night,14281,27.4,26.4,Chill,Apna Bana Le - Arijit Singh
Evening,8816,17.6,26.5,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Evening,4998,6.6,27.8,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Night,4416,31.7,10.9,Hip-Hop,Channa Mereya - Arijit Singh
Evening,9831,5.7,16.0,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,6103,7.4,0.9,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Night,1910,11.4,28.4,Rock,Tum Hi Ho - Arijit Singh
Afternoon,18347,9.7,7.8,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Evening,18608,6.1,5.9,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,3756,12.8,13.8,Hip-Hop,Drivers License - Olivia Rodrigo
Afternoon,2207,25.0,23.5,Pop,Shape of You - Ed Sheeran
Evening,4061,16.4,10.9,Rock,Kesariya - Arijit Singh
Evening,5164,3.2,15.8,Chill,Levitating - Dua Lipa
Night,2931,10.1,25.9,Hip-Hop,Apna Bana Le - Arijit Singh
Morning,7288,31.7,1.2,Rock,Tera Ban Jaunga - Akhil Sachdeva
Night,7989,0.1,2.4,Rock,Shape of You - Ed Sheeran
Evening,17065,37.9,13.2,Hip-Hop,Kesariya - Arijit Singh
Evening,5371,19.4,5.1,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Evening,8475,17.9,2.5,Pop,Tum Hi Ho - Arijit Singh
Night,16989,4.1,8.5,Chill,Tera Ban Jaunga - Akhil Sachdeva
Evening,8966,8.1,14.1,Pop,Tajdar-e-Haram - Atif Aslam
Evening,16587,34.8,4.0,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,12478,35.5,17.9,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,14052,37.0,19.1,Chill,Blinding Lights - The Weeknd
Afternoon,12704,31.8,0.8,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Morning,6043,25.2,4.7,Chill,Aadat - Jal Band
Afternoon,19753,10.4,20.6,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,12331,18.9,11.3,Classical,Channa Mereya - Arijit Singh
Evening,8823,4.5,2.4,Hip-Hop,Levitating - Dua Lipa
Night,9065,1.2,15.5,Classical,Apna Bana Le - Arijit Singh
Afternoon,7119,9.1,14.8,Rock,Shape of You - Ed Sheeran
Morning,6756,19.8,26.0,Chill,Shape of You - Ed Sheeran
Night,17610,23.5,3.8,Classical,Someone Like You - Adele
Morning,3525,4.4,1.8,Chill,Drivers License - Olivia Rodrigo
Morning,17041,27.0,19.5,Chill,Blinding Lights - The Weeknd
Evening,5921,10.2,12.6,Pop,Tajdar-e-Haram - Atif Aslam
Night,4951,24.8,29.6,Pop,Someone Like You - Adele
Morning,5975,16.2,22.1,Rock,Tajdar-e-Haram - Atif Aslam
Morning,2712,17.2,21.8,Pop,Kesariya - Arijit Singh
Afternoon,19644,8.1,9.4,Jazz,Drivers License - Olivia Rodrigo
Night,6703,2.2,19.4,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Morning,15543,9.8,0.2,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,16155,17.4,18.4,Chill,Aadat - Jal Band
Afternoon,2697,24.0,5.5,Rock,Blinding Lights - The Weeknd
Night,11083,16.9,0.7,Rock,Shape of You - Ed Sheeran
Afternoon,11089,13.9,14.8,Classical,Blinding Lights - The Weeknd
Afternoon,17913,31.1,9.9,Hip-Hop,Someone Like You - Adele
Morning,3295,29.5,1.7,Hip-Hop,Levitating - Dua Lipa
Night,10858,3.5,9.4,Classical,Tajdar-e-Haram - Atif Aslam
Morning,3666,11.2,7.1,Classical,Apna Bana Le - Arijit Singh
Morning,7408,22.0,26.4,Pop,Tajdar-e-Haram - Atif Aslam
Evening,15676,38.2,18.3,Hip-Hop,Shape of You - Ed Sheeran
Evening,17998,17.9,27.2,Rock,Apna Bana Le - Arijit Singh
Night,8342,19.2,11.3,Chill,Levitating - Dua Lipa
Afternoon,18946,11.7,12.3,Hip-Hop,Channa Mereya - Arijit Singh
Night,16374,22.2,22.6,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,7232,24.2,29.9,Hip-Hop,Kesariya - Arijit Singh
Morning,10029,21.0,3.8,Jazz,Drivers License - Olivia Rodrigo
Afternoon,11876,9.6,18.4,Rock,Channa Mereya - Arijit Singh
Night,4392,8.5,24.1,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,19152,18.0,27.6,Chill,Tum Hi Ho - Arijit Singh
Afternoon,3388,36.0,22.0,Jazz,Channa Mereya - Arijit Singh
Afternoon,12254,22.8,10.1,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,10885,32.0,19.9,Classical,Someone Like You - Adele
Afternoon,12934,7.5,3.0,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Evening,6212,31.0,25.9,Rock,Tajdar-e-Haram - Atif Aslam
Afternoon,16308,35.7,27.5,Rock,Tera Ban Jaunga - Akhil Sachdeva
Morning,10096,34.0,15.4,Jazz,Levitating - Dua Lipa
Afternoon,3958,10.4,4.8,Classical,Someone Like You - Adele
Afternoon,14445,32.3,3.7,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,13273,10.4,16.1,Hip-Hop,Aadat - Jal Band
Evening,18921,17.7,1.8,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,9427,15.5,6.8,Hip-Hop,Apna Bana Le - Arijit Singh
Morning,13597,38.0,12.5,Classical,Apna Bana Le - Arijit Singh
Afternoon,8662,0.6,25.5,Rock,Aadat - Jal Band
Night,17406,36.0,19.9,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Evening,6506,24.5,3.7,Pop,Kesariya - Arijit Singh
Evening,6832,35.4,16.7,Chill,Apna Bana Le - Arijit Singh
Evening,11796,11.3,24.9,Hip-Hop,Aadat - Jal Band
Afternoon,16494,22.7,10.8,Pop,Levitating - Dua Lipa
Afternoon,5132,3.9,29.9,Hip-Hop,Tum Hi Ho - Arijit Singh
Evening,5333,14.2,25.5,Rock,Someone Like You - Adele
Afternoon,17148,36.9,16.1,Chill,Blinding Lights - The Weeknd
Night,14493,0.4,12.8,Hip-Hop,Tum Hi Ho - Arijit Singh
Morning,12601,3.9,27.0,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Evening,8228,3.7,28.7,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,2869,0.9,23.4,Hip-Hop,Drivers License - Olivia Rodrigo
Afternoon,19559,36.0,14.5,Hip-Hop,Channa Mereya - Arijit Singh
Evening,19750,39.5,6.9,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Night,6567,35.1,17.5,Classical,Tajdar-e-Haram - Atif Aslam
Night,6861,25.5,10.1,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Evening,19072,29.9,4.8,Hip-Hop,Drivers License - Olivia Rodrigo
Afternoon,14780,17.2,25.3,Pop,Drivers License - Olivia Rodrigo
Night,2939,25.6,11.5,Classical,Drivers License - Olivia Rodrigo
Morning,7762,8.1,8.2,Chill,Shape of You - Ed Sheeran
Night,10031,30.9,18.3,Rock,Shape of You - Ed Sheeran
Morning,6533,33.8,0.5,Hip-Hop,Levitating - Dua Lipa
Afternoon,2869,8.2,14.1,Chill,Channa Mereya - Arijit Singh
Afternoon,6772,14.2,4.4,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Night,5764,26.9,25.0,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,2726,7.7,27.0,Pop,Apna Bana Le - Arijit Singh
Night,9438,37.7,28.4,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Evening,8721,17.1,16.3,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Morning,16089,22.3,8.0,Chill,Levitating - Dua Lipa
Morning,18345,3.2,19.5,Classical,Aadat - Jal Band
